codigo,descripcion,id_grupo_cie10,tipo,eliminado
A04.9,"INFECCIÓN INTESTINAL BACTERIANA, NO ESPECIFICADA",1,MORBILIDAD,0
A05,OTRAS INTOXICACIONES ALIMENTARIAS BACTERIANAS,1,MORBILIDAD,0
A05.0,INTOXICACIÓN ALIMENTARIA ESTAFILOCÓCICA,1,MORBILIDAD,0
A05.1,BOTULISMO,1,MORBILIDAD,0
A05.2,INTOXICACIÓN ALIMENTARIA DEBIDA A CLOSTRIDIUM PERFRINGENS [CLOSTRIDIUM WELCHII],1,MORBILIDAD,0
A05.3,INTOXICACIÓN ALIMENTARIA DEBIDA A VIBRIO PARAHAEMOLYTICUS,1,MORBILIDAD,0
A05.4,INTOXICACIÓN ALIMENTARIA DEBIDA A BACILLUS CEREUS,1,MORBILIDAD,0
A05.8,OTRAS INTOXICACIONES ALIMENTARIAS DEBIDAS A BACTERIAS ESPECIFICADAS,1,MORBILIDAD,0
A05.9,"INTOXICACIÓN ALIMENTARIA BACTERIANA, NO ESPECIFICADA",1,MORBILIDAD,0
A06,AMEBIASIS,1,MORBILIDAD,0
A06.0,DISENTERÍA AMEBIANA AGUDA,1,MORBILIDAD,0
A06.1,AMEBIASIS INTESTINAL CRÓNICA,1,MORBILIDAD,0
A06.2,COLITIS AMEBIANA NO DISENTÉRICA,1,MORBILIDAD,0
A06.3,AMEBOMA INTESTINAL,1,MORBILIDAD,0
A06.4,ABSCESO AMEBIANO DEL HÍGADO,1,MORBILIDAD,0
A06.5,ABSCESO AMEBIANO DEL PULMÓN (J99.8*),1,MORBILIDAD,0
A06.6,ABSCESO AMEBIANO DEL CEREBRO (G07*),1,MORBILIDAD,0
A06.7,AMEBIASIS CUTÁNEA,1,MORBILIDAD,0
A06.8,INFECCIÓN AMEBIANA DE OTRAS LOCALIZACIONES,1,MORBILIDAD,0
A06.9,"AMEBIASIS, NO ESPECIFICADA",1,MORBILIDAD,0
A07,OTRAS ENFERMEDADES INTESTINALES DEBIDAS A PROTOZOARIOS,1,MORBILIDAD,0
A07.0,BALANTIDIASIS,1,MORBILIDAD,0
A07.1,GIARDIASIS [LAMBLIASIS],1,MORBILIDAD,0
A07.2,CRIPTOSPORIDIOSIS,1,MORBILIDAD,0
A07.3,ISOSPORIASIS,1,MORBILIDAD,0
A07.8,OTRAS ENFERMEDADES INTESTINALES ESPECIFICADAS DEBIDAS A PROTOZOARIOS,1,MORBILIDAD,0
A07.9,"ENFERMEDAD INTESTINAL DEBIDA A PROTOZOARIOS, NO ESPECIFICADA",1,MORBILIDAD,0
A08,INFECCIONES INTESTINALES DEBIDAS A VIRUS Y OTROS ORGANISMOS ESPECIFICADOS,1,MORBILIDAD,0
A08.0,ENTERITIS DEBIDA A ROTAVIRUS,1,MORBILIDAD,0
A08.1,GASTROENTEROPATÍA AGUDA DEBIDA AL AGENTE DE NORWALK,1,MORBILIDAD,0
A08.2,ENTERITIS DEBIDA A ADENOVIRUS,1,MORBILIDAD,0
A08.3,OTRAS ENTERITIS VIRALES,1,MORBILIDAD,0
Z94.7,TRASPLANTE DE CÓRNEA,21,CONTROL,0
A08.4,"INFECCIÓN INTESTINAL VIRAL, SIN OTRA ESPECIFICACIÓN",1,MORBILIDAD,0
A08.5,OTRAS INFECCIONES INTESTINALES ESPECIFICADAS,1,MORBILIDAD,0
A09,DIARREA Y GASTROENTERITIS DE PRESUNTO ORIGEN INFECCIOSO,1,MORBILIDAD,0
A15,"TUBERCULOSIS RESPIRATORIA, CONFIRMADA BACTERIOLÓGICA E HISTOLÓGICAMENTE",1,MORBILIDAD,0
A15.0,"TUBERCULOSIS DEL PULMÓN, CONFIRMADA POR HALLAZGO MICROSCÓPICO DEL BACILO TUBERCULOSO EN ESPUTO, CON O SIN CULTIVO",1,MORBILIDAD,0
A15.1,"TUBERCULOSIS DEL PULMÓN, CONFIRMADA ÚNICAMENTE POR CULTIVO",1,MORBILIDAD,0
A15.2,"TUBERCULOSIS DEL PULMÓN, CONFIRMADA HISTOLÓGICAMENTE",1,MORBILIDAD,0
A15.3,"TUBERCULOSIS DEL PULMÓN, CONFIRMADA POR MEDIOS NO ESPECIFICADOS",1,MORBILIDAD,0
A15.4,"TUBERCULOSIS DE GANGLIOS LINFÁTICOS INTRATORÁCICOS, CONFIRMADA BACTERIOLÓGICA E HISTOLÓGICAMENTE",1,MORBILIDAD,0
A15.5,"TUBERCULOSIS DE LARINGE, TRÁQUEA Y BRONQUIOS, CONFIRMADA BACTERIOLÓGICA E HISTOLÓGICAMENTE",1,MORBILIDAD,0
A15.6,"PLEURESÍA TUBERCULOSA, CONFIRMADA BACTERIOLÓGICA E HISTOLÓGICAMENTE",1,MORBILIDAD,0
A15.7,"TUBERCULOSIS RESPIRATORIA PRIMARIA, CONFIRMADA BACTERIOLÓGICA E HISTOLÓGICAMENTE",1,MORBILIDAD,0
A15.8,"OTRAS TUBERCULOSIS RESPIRATORIAS, CONFIRMADAS BACTERIOLÓGICA E HISTOLÓGICAMENTE",1,MORBILIDAD,0
A15.9,"TUBERCULOSIS RESPIRATORIA NO ESPECIFICADA, CONFIRMADA BACTERIOLÓGICA E HISTOLÓGICAMENTE",1,MORBILIDAD,0
A16,"TUBERCULOSIS RESPIRATORIA, NO CONFIRMADA BACTERIOLÓGICA O HISTOLÓGICAMENTE",1,MORBILIDAD,0
A16.0,"TUBERCULOSIS DEL PULMÓN, CON EXAMEN BACTERIOLÓGICO E HISTOLÓGICO NEGATIVOS",1,MORBILIDAD,0
A16.1,"TUBERCULOSIS DEL PULMÓN, SIN EXAMEN BACTERIOLÓGICO E HISTOLÓGICO",1,MORBILIDAD,0
A16.2,"TUBERCULOSIS DEL PULMÓN, SIN MENCIÓN DE CONFIRMACIÓN BACTERIOLÓGICA O HISTOLÓGICA",1,MORBILIDAD,0
A16.3,"TUBERCULOSIS DE GANGLIOS LINFÁTICOS INTRATORÁCICOS, SIN MENCIÓN DE CONFIRMACIÓN BACTERIOLÓGICA O HISTOLÓGICA",1,MORBILIDAD,0
A16.4,"TUBERCULOSIS DE LARINGE, TRÁQUEA Y BRONQUIOS, SIN MENCIÓN DE CONFIRMACIÓN BACTERIOLÓGICA O HISTOLÓGICA",1,MORBILIDAD,0
A16.5,"PLEURESÍA TUBERCULOSA, SIN MENCIÓN DE CONFIRMACIÓN BACTERIOLÓGICA O HISTOLÓGICA",1,MORBILIDAD,0
A16.7,"TUBERCULOSIS RESPIRATORIA PRIMARIA, SIN MENCIÓN DE CONFIRMACIÓN BACTERIOLÓGICA O HISTOLÓGICA",1,MORBILIDAD,0
A16.8,"OTRAS TUBERCULOSIS RESPIRATORIAS, SIN MENCIÓN DE CONFIRMACIÓN",1,MORBILIDAD,0
A16.9,"TUBERCULOSIS RESPIRATORIA NO ESPECIFICADA, SIN MENCIÓN DE CONFIRMACIÓN BACTERIOLÓGICA O HISTOLÓGICA",1,MORBILIDAD,0
A17,TUBERCULOSIS DEL SISTEMA NERVIOSO,1,MORBILIDAD,0
A17.0,MENINGITIS TUBERCULOSA (G01*),1,MORBILIDAD,0
A17.1,TUBERCULOMA MENÍNGEO (G07*),1,MORBILIDAD,0
A17.8,OTRAS TUBERCULOSIS DEL SISTEMA NERVIOSO,1,MORBILIDAD,0
A17.9,"TUBERCULOSIS DEL SISTEMA NERVIOSO, NO ESPECIFICADA (G99.8*)",1,MORBILIDAD,0
A18,TUBERCULOSIS DE OTROS ÓRGANOS,1,MORBILIDAD,0
A18.0,TUBERCULOSIS DE HUESOS Y ARTICULACIONES,1,MORBILIDAD,0
A18.1,TUBERCULOSIS DEL APARATO GENITOURINARIO,1,MORBILIDAD,0
A18.2,LINFADENOPATÍA PERIFÉRICA TUBERCULOSA,1,MORBILIDAD,0
A18.3,"TUBERCULOSIS DE LOS INTESTINOS, EL PERITONEO Y LOS GANGLIOS MESENTÉRICOS",1,MORBILIDAD,0
A18.4,TUBERCULOSIS DE LA PIEL Y EL TEJIDO SUBCUTÁNEO,1,MORBILIDAD,0
A18.5,TUBERCULOSIS DEL OJO,1,MORBILIDAD,0
A18.6,TUBERCULOSIS DEL OÍDO,1,MORBILIDAD,0
A18.7,TUBERCULOSIS DE GLÁNDULAS SUPRARRENALES (E35.1*),1,MORBILIDAD,0
A18.8,TUBERCULOSIS DE OTROS ÓRGANOS ESPECIFICADOS,1,MORBILIDAD,0
A19,TUBERCULOSIS MILIAR,1,MORBILIDAD,0
A19.0,TUBERCULOSIS MILIAR AGUDA DE UN SOLO SITIO ESPECIFICADO,1,MORBILIDAD,0
A19.1,TUBERCULOSIS MILIAR AGUDA DE SITIOS MÚLTIPLES,1,MORBILIDAD,0
A19.2,"TUBERCULOSIS MILIAR AGUDA, NO ESPECIFICADA",1,MORBILIDAD,0
A19.8,OTRAS TUBERCULOSIS MILIARES,1,MORBILIDAD,0
A19.9,"TUBERCULOSIS MILIAR, SIN OTRA ESPECIFICACIÓN",1,MORBILIDAD,0
A20,PESTE,1,MORBILIDAD,0
A20.0,PESTE BUBÓNICA,1,MORBILIDAD,0
A20.1,PESTE CELULOCUTÁNEA,1,MORBILIDAD,0
A20.2,PESTE NEUMÓNICA,1,MORBILIDAD,0
A20.3,MENINGITIS POR PESTE,1,MORBILIDAD,0
A20.7,PESTE SEPTICÉMICA,1,MORBILIDAD,0
A20.8,OTRAS FORMAS DE PESTE,1,MORBILIDAD,0
A20.9,"PESTE, NO ESPECIFICADA",1,MORBILIDAD,0
A21,TULAREMIA,1,MORBILIDAD,0
A21.0,TULAREMIA ULCEROGLANDULAR,1,MORBILIDAD,0
A21.1,TULAREMIA OCULOGLANDULAR,1,MORBILIDAD,0
A21.2,TULAREMIA PULMONAR,1,MORBILIDAD,0
A21.3,TULAREMIA GASTROINTESTINAL,1,MORBILIDAD,0
A21.7,TULAREMIA GENERALIZADA,1,MORBILIDAD,0
A21.8,OTRAS FORMAS DE TULAREMIA,1,MORBILIDAD,0
A21.9,"TULAREMIA, NO ESPECIFICADA",1,MORBILIDAD,0
A22,CARBUNCO [ÁNTRAX],1,MORBILIDAD,0
A22.0,CARBUNCO CUTÁNEO,1,MORBILIDAD,0
A22.1,CARBUNCO PULMONAR,1,MORBILIDAD,0
A22.2,CARBUNCO GASTROINTESTINAL,1,MORBILIDAD,0
A22.7,CARBUNCO SEPTICÉMICO,1,MORBILIDAD,0
A22.8,OTRAS FORMAS DE CARBUNCO,1,MORBILIDAD,0
A22.9,"CARBUNCO, NO ESPECIFICADO",1,MORBILIDAD,0
A23,BRUCELOSIS,1,MORBILIDAD,0
A23.0,BRUCELOSIS DEBIDA A BRUCELLA MELITENSIS,1,MORBILIDAD,0
A23.1,BRUCELOSIS DEBIDA A BRUCELLA ABORTUS,1,MORBILIDAD,0
A23.2,BRUCELOSIS DEBIDA A BRUCELLA SUIS,1,MORBILIDAD,0
A23.3,BRUCELOSIS DEBIDA A BRUCELLA CANIS,1,MORBILIDAD,0
A23.8,OTRAS BRUCELOSIS,1,MORBILIDAD,0
A23.9,"BRUCELOSIS, NO ESPECIFICADA",1,MORBILIDAD,0
A24,MUERMO Y MELIOIDOSIS,1,MORBILIDAD,0
A24.0,MUERMO,1,MORBILIDAD,0
A24.1,MELIOIDOSIS AGUDA Y FULMINANTE,1,MORBILIDAD,0
A24.2,MELIOIDOSIS SUBAGUDA Y CRÓNICA,1,MORBILIDAD,0
A24.3,OTRAS MELIOIDOSIS,1,MORBILIDAD,0
A24.4,"MELIOIDOSIS, NO ESPECIFICADA",1,MORBILIDAD,0
A25,FIEBRES POR MORDEDURA DE RATA,1,MORBILIDAD,0
A25.0,ESPIRILOSIS,1,MORBILIDAD,0
A25.1,ESTREPTOBACILOSIS,1,MORBILIDAD,0
A25.9,"FIEBRE POR MORDEDURA DE RATA, NO ESPECIFICADA",1,MORBILIDAD,0
A26,ERISIPELOIDE,1,MORBILIDAD,0
A26.0,ERISIPELOIDE CUTÁNEO,1,MORBILIDAD,0
A26.7,SEPTICEMIA POR ERYSIPELOTHRIX,1,MORBILIDAD,0
A26.8,OTRAS FORMAS DE ERISIPELOIDE,1,MORBILIDAD,0
A26.9,"ERISIPELOIDE, NO ESPECIFICADA",1,MORBILIDAD,0
A27,LEPTOSPIROSIS,1,MORBILIDAD,0
A27.0,LEPTOSPIROSIS ICTEROHEMORRÁGICA,1,MORBILIDAD,0
A27.8,OTRAS FORMAS DE LEPTOSPIROSIS,1,MORBILIDAD,0
A27.9,"LEPTOSPIROSIS, NO ESPECIFICADA",1,MORBILIDAD,0
A28,"OTRAS ENFERMEDADES ZOONÓTICAS BACTERIANAS, NO CLASIFICADAS EN OTRA PARTE",1,MORBILIDAD,0
A28.0,PASTEURELOSIS,1,MORBILIDAD,0
A28.1,ENFERMEDAD POR RASGUÑO DE GATO,1,MORBILIDAD,0
A28.2,YERSINIOSIS EXTRAINTESTINAL,1,MORBILIDAD,0
A28.8,"OTRAS ENFERMEDADES ZOONÓTICAS BACTERIANAS ESPECIFICADAS, NO CLASIFICADAS EN OTRA PARTE",1,MORBILIDAD,0
A28.9,"ENFERMEDAD ZOONÓTICA BACTERIANA, SIN OTRA ESPECIFICACIÓN",1,MORBILIDAD,0
A30,LEPRA [ENFERMEDAD DE HANSEN],1,MORBILIDAD,0
A30.0,LEPRA INDETERMINADA,1,MORBILIDAD,0
A30.1,LEPRA TUBERCULOIDE,1,MORBILIDAD,0
A30.2,LEPRA TUBERCULOIDE LIMÍTROFE,1,MORBILIDAD,0
A30.3,LEPRA LIMÍTROFE,1,MORBILIDAD,0
A30.4,LEPRA LEPROMATOSA LIMÍTROFE,1,MORBILIDAD,0
A30.5,LEPRA LEPROMATOSA,1,MORBILIDAD,0
A30.8,OTRAS FORMAS DE LEPRA,1,MORBILIDAD,0
A30.9,"LEPRA, NO ESPECIFICADA",1,MORBILIDAD,0
A31,INFECCIONES DEBIDAS A OTRAS MICOBACTERIAS,1,MORBILIDAD,0
A31.0,INFECCIONES POR MICOBACTERIAS PULMONARES,1,MORBILIDAD,0
A31.1,INFECCIÓN CUTÁNEA POR MICOBACTERIAS,1,MORBILIDAD,0
A31.8,OTRAS INFECCIONES POR MICOBACTERIAS,1,MORBILIDAD,0
A31.9,"INFECCIÓN POR MICOBACTERIA, NO ESPECIFICADA",1,MORBILIDAD,0
A32,LISTERIOSIS,1,MORBILIDAD,0
A32.0,LISTERIOSIS CUTÁNEA,1,MORBILIDAD,0
A32.1,MENINGITIS Y MENINGOENCEFALITIS LISTERIANA,1,MORBILIDAD,0
A32.7,SEPTICEMIA LISTERIANA,1,MORBILIDAD,0
A32.8,OTRAS FORMAS DE LISTERIOSIS,1,MORBILIDAD,0
A32.9,"LISTERIOSIS, NO ESPECIFICADA",1,MORBILIDAD,0
A33,TÉTANOS NEONATAL,1,MORBILIDAD,0
A34,TÉTANOS OBSTÉTRICO,1,MORBILIDAD,0
A35,OTROS TÉTANOS,1,MORBILIDAD,0
A36,DIFTERIA,1,MORBILIDAD,0
A36.0,DIFTERIA FARÍNGEA,1,MORBILIDAD,0
A36.1,DIFTERIA NASOFARÍNGEA,1,MORBILIDAD,0
A36.2,DIFTERIA LARÍNGEA,1,MORBILIDAD,0
A36.3,DIFTERIA CUTÁNEA,1,MORBILIDAD,0
A36.8,OTRAS DIFTERIAS,1,MORBILIDAD,0
A36.9,"DIFTERIA, NO ESPECIFICADA",1,MORBILIDAD,0
A37,TOS FERINA [TOS CONVULSIVA],1,MORBILIDAD,0
A37.0,TOS FERINA DEBIDA A BORDETELLA PERTUSSIS,1,MORBILIDAD,0
A37.1,TOS FERINA DEBIDA A BORDETELLA PARAPERTUSSIS,1,MORBILIDAD,0
A37.8,TOS FERINA DEBIDA A OTRAS ESPECIES DE BORDETELLA,1,MORBILIDAD,0
A37.9,"TOS FERINA, NO ESPECIFICADA",1,MORBILIDAD,0
A38,ESCARLATINA,1,MORBILIDAD,0
A39,INFECCIÓN MENINGOCÓCICA,1,MORBILIDAD,0
A39.0,MENINGITIS MENINGOCÓCICA (G01*),1,MORBILIDAD,0
A39.1,SÍNDROME DE WATERHOUSE-FRIDERICHSEN (E35.1*),1,MORBILIDAD,0
A39.2,MENINGOCOCEMIA AGUDA,1,MORBILIDAD,0
A39.3,MENINGOCOCEMIA CRÓNICA,1,MORBILIDAD,0
A39.4,"MENINGOCOCEMIA, NO ESPECIFICADA",1,MORBILIDAD,0
A39.5,ENFERMEDAD CARDÍACA DEBIDA A MENINGOCOCO,1,MORBILIDAD,0
A39.8,OTRAS INFECCIONES MENINGOCÓCICAS:,1,MORBILIDAD,0
A39.9,"INFECCIÓN MENINGOCÓCICA, NO ESPECIFICADA",1,MORBILIDAD,0
A40,SEPTICEMIA ESTREPTOCÓCICA,1,MORBILIDAD,0
A40.0,"SEPTICEMIA DEBIDA A ESTREPTOCOCO, GRUPO A",1,MORBILIDAD,0
A40.1,"SEPTICEMIA DEBIDA A ESTREPTOCOCO, GRUPO B",1,MORBILIDAD,0
A40.2,"SEPTICEMIA DEBIDA A ESTREPTOCOCO, GRUPO D",1,MORBILIDAD,0
A40.3,SEPTICEMIA DEBIDA A STREPTOCOCCUS PNEUMONIAE,1,MORBILIDAD,0
A40.8,OTRAS SEPTICEMIAS ESTREPTOCÓCICAS,1,MORBILIDAD,0
A40.9,"SEPTICEMIA ESTREPTOCÓCICA, NO ESPECIFICADA",1,MORBILIDAD,0
A41,OTRAS SEPTICEMIAS,1,MORBILIDAD,0
A41.0,SEPTICEMIA DEBIDA A STAPHYLOCOCCUS AUREUS,1,MORBILIDAD,0
A41.1,SEPTICEMIA DEBIDA A OTRO ESTAFILOCOCO ESPECIFICADO,1,MORBILIDAD,0
A41.2,SEPTICEMIA DEBIDA A ESTAFILOCOCO NO ESPECIFICADO,1,MORBILIDAD,0
A41.3,SEPTICEMIA DEBIDA A HAEMOPHILUS INFLUENZAE,1,MORBILIDAD,0
A41.4,SEPTICEMIA DEBIDA A ANAEROBIOS,1,MORBILIDAD,0
A41.5,SEPTICEMIA DEBIDA A OTROS ORGANISMOS GRAMNEGATIVOS,1,MORBILIDAD,0
A41.8,OTRAS SEPTICEMIAS ESPECIFICADAS,1,MORBILIDAD,0
A41.9,"SEPTICEMIA, NO ESPECIFICADA",1,MORBILIDAD,0
A42,ACTINOMICOSIS,1,MORBILIDAD,0
A42.0,ACTINOMICOSIS PULMONAR,1,MORBILIDAD,0
A42.1,ACTINOMICOSIS ABDOMINAL,1,MORBILIDAD,0
A42.2,ACTINOMICOSIS CERVICOFACIAL,1,MORBILIDAD,0
A42.7,SEPTICEMIA ACTINOMICÓTICA,1,MORBILIDAD,0
A42.8,OTRAS FORMAS DE ACTINOMICOSIS,1,MORBILIDAD,0
A42.9,"ACTINOMICOSIS, SIN OTRA ESPECIFICACIÓN",1,MORBILIDAD,0
A43,NOCARDIOSIS,1,MORBILIDAD,0
A43.0,NOCARDIOSIS PULMONAR,1,MORBILIDAD,0
A43.1,NOCARDIOSIS CUTÁNEA,1,MORBILIDAD,0
A43.8,OTRAS FORMAS DE NOCARDIOSIS,1,MORBILIDAD,0
A43.9,"NOCARDIOSIS, NO ESPECIFICADA",1,MORBILIDAD,0
A44,BARTONELOSIS,1,MORBILIDAD,0
A44.0,BARTONELOSIS SISTÉMICA,1,MORBILIDAD,0
A44.1,BARTONELOSIS CUTÁNEA Y MUCOCUTÁNEA,1,MORBILIDAD,0
A44.8,OTRAS FORMAS DE BARTONELOSIS,1,MORBILIDAD,0
A44.9,"BARTONELOSIS, NO ESPECIFICADA",1,MORBILIDAD,0
A46,ERISIPELA,1,MORBILIDAD,0
A48,"OTRAS ENFERMEDADES BACTERIANAS, NO CLASIFICADAS EN OTRA PARTE",1,MORBILIDAD,0
A48.0,GANGRENA GASEOSA,1,MORBILIDAD,0
A48.1,ENFERMEDAD DE LOS LEGIONARIOS,1,MORBILIDAD,0
A48.2,ENFERMEDAD DE LOS LEGIONARIOS NO NEUMÓNICA [FIEBRE DE PONTIAC],1,MORBILIDAD,0
A48.3,SÍNDROME DEL CHOQUE TÓXICO,1,MORBILIDAD,0
A48.4,FIEBRE PURPÚRICA BRASILEÑA,1,MORBILIDAD,0
A48.8,OTRAS ENFERMEDADES BACTERIANAS ESPECIFICADAS,1,MORBILIDAD,0
A49,INFECCIÓN BACTERIANA DE SITIO NO ESPECIFICADO,1,MORBILIDAD,0
A49.0,"INFECCIÓN ESTAFILOCÓCICA, SIN OTRA ESPECIFICACIÓN",1,MORBILIDAD,0
A49.1,"INFECCIÓN ESTREPTOCÓCICA, SIN OTRA ESPECIFICACIÓN",1,MORBILIDAD,0
A49.2,"INFECCIÓN POR HAEMOPHILUS INFLUENZAE, SIN OTRA ESPECIFICACIÓN",1,MORBILIDAD,0
A49.3,"INFECCIÓN POR MICOPLASMA, SIN OTRA ESPECIFICACIÓN",1,MORBILIDAD,0
A49.8,OTRAS INFECCIONES BACTERIANAS DE SITIO NO ESPECIFICADO,1,MORBILIDAD,0
A49.9,"INFECCIÓN BACTERIANA, NO ESPECIFICADA",1,MORBILIDAD,0
A50,SÍFILIS CONGÉNITA,1,MORBILIDAD,0
A50.0,"SÍFILIS CONGÉNITA PRECOZ, SINTOMÁTICA",1,MORBILIDAD,0
A50.1,"SÍFILIS CONGÉNITA PRECOZ, LATENTE",1,MORBILIDAD,0
A50.2,"SÍFILIS CONGÉNITA PRECOZ, SIN OTRA ESPECIFICACIÓN",1,MORBILIDAD,0
A50.3,OCULOPATÍA SIFILÍTICA CONGÉNITA TARDÍA,1,MORBILIDAD,0
A50.4,NEUROSÍFILIS CONGÉNITA TARDÍA [NEUROSÍFILIS JUVENIL],1,MORBILIDAD,0
A50.5,"OTRAS FORMAS DE SÍFILIS CONGÉNITA TARDÍA, SINTOMÁTICA",1,MORBILIDAD,0
A50.6,"SÍFILIS CONGÉNITA TARDÍA, LATENTE",1,MORBILIDAD,0
A50.7,"SÍFILIS CONGÉNITA TARDÍA, SIN OTRA ESPECIFICACIÓN",1,MORBILIDAD,0
A50.9,"SÍFILIS CONGÉNITA, SIN OTRA ESPECIFICACIÓN",1,MORBILIDAD,0
A51,SÍFILIS PRECOZ,1,MORBILIDAD,0
A51.0,SÍFILIS GENITAL PRIMARIA,1,MORBILIDAD,0
A51.1,SÍFILIS PRIMARIA ANAL,1,MORBILIDAD,0
A51.2,SÍFILIS PRIMARIA EN OTROS SITIOS,1,MORBILIDAD,0
A51.3,SÍFILIS SECUNDARIA DE PIEL Y MEMBRANAS MUCOSAS,1,MORBILIDAD,0
A51.4,OTRAS SÍFILIS SECUNDARIAS,1,MORBILIDAD,0
A51.5,"SÍFILIS PRECOZ, LATENTE",1,MORBILIDAD,0
A51.9,"SÍFILIS PRECOZ, SIN OTRA ESPECIFICACIÓN",1,MORBILIDAD,0
A52,SÍFILIS TARDÍA,1,MORBILIDAD,0
A52.0,SÍFILIS CARDIOVASCULAR,1,MORBILIDAD,0
A52.1,NEUROSÍFILIS SINTOMÁTICA,1,MORBILIDAD,0
A52.2,NEUROSÍFILIS ASINTOMÁTICA,1,MORBILIDAD,0
A52.3,NEUROSÍFILIS NO ESPECIFICADA,1,MORBILIDAD,0
A52.7,OTRAS SÍFILIS TARDÍAS SINTOMÁTICAS,1,MORBILIDAD,0
A52.8,"SÍFILIS TARDÍA, LATENTE",1,MORBILIDAD,0
A52.9,"SÍFILIS TARDÍA, NO ESPECIFICADA",1,MORBILIDAD,0
A53,OTRAS SÍFILIS Y LAS NO ESPECIFICADAS,1,MORBILIDAD,0
A53.0,"SÍFILIS LATENTE, NO ESPECIFICADA COMO PRECOZ O TARDÍA",1,MORBILIDAD,0
A53.9,"SÍFILIS, NO ESPECIFICADA",1,MORBILIDAD,0
A54,INFECCIÓN GONOCÓCICA,1,MORBILIDAD,0
Z90.3,AUSENCIA ADQUIRIDA DE PARTE DEL ESTÓMAGO,21,CONTROL,0
Z90.4,AUSENCIA ADQUIRIDA DE OTRAS PARTES DEL TUBO DIGESTIVO,21,CONTROL,0
Z90.5,AUSENCIA ADQUIRIDA DE RIÑÓN,21,CONTROL,0
Z90.6,AUSENCIA ADQUIRIDA DE OTRAS PARTES DE LAS VÍAS URINARIAS,21,CONTROL,0
Z90.7,AUSENCIA ADQUIRIDA DE ÓRGANO(S) GENITAL(ES),21,CONTROL,0
Z90.8,AUSENCIA ADQUIRIDA DE OTROS ÓRGANOS,21,CONTROL,0
Z91,"HISTORIA PERSONAL DE FACTORES DE RIESGO, NO CLASIFICADOS EN OTRA PARTE",21,CONTROL,0
Z91.0,"HISTORIA PERSONAL DE ALERGIA, NO DEBIDA A DROGAS NI A SUSTANCIAS BIOLÓGICAS",21,CONTROL,0
